組み合わせ,最頻出着順1,出現数1,出現率1,最頻出着順2,出現数2,出現率2,最頻出着順3,出現数3,出現率3,レース数
DCDSAA,6-4-1,1,0.167,4-5-3,1,0.167,4-2-5,1,0.167,6
DCDSAB,1-3-4,1,0.25,4-5-2,1,0.25,4-2-5,1,0.25,4
DCDSAS,4-1-5,1,0.5,1-5-6,1,0.5,---,0,0.0,2
DCDSBA,5-4-3,1,0.25,4-1-3,1,0.25,3-4-6,1,0.25,4
DCDSBB,5-4-1,1,1.0,---,0,0.0,---,0,0.0,1
DCDSBS,4-6-3,1,0.167,6-1-5,1,0.167,4-6-2,1,0.167,6
DCDSCS,6-4-5,1,0.333,4-6-1,1,0.333,2-1-3,1,0.333,3
DCDSSA,5-6-3,1,0.333,4-1-5,1,0.333,2-4-3,1,0.333,3
DCDSSB,2-1-5,1,1.0,---,0,0.0,---,0,0.0,1
DCSAAB,3-1-5,1,0.5,1-2-3,1,0.5,---,0,0.0,2
DCSAAC,4-3-5,2,0.143,2-3-4,2,0.143,5-2-4,1,0.071,14
DCSAAD,3-4-5,6,0.24,3-4-2,2,0.08,4-5-6,2,0.08,25
DCSABB,3-4-6,4,0.121,3-4-5,3,0.091,4-3-5,3,0.091,33
DCSABC,3-4-5,4,0.174,3-4-6,2,0.087,4-1-6,2,0.087,23
DCSABD,5-3-4,1,0.125,5-3-1,1,0.125,5-2-4,1,0.125,8
DCSACA,3-6-2,2,0.087,3-4-6,2,0.087,1-3-6,1,0.043,23
DCSACB,3-4-1,4,0.093,1-4-2,3,0.07,3-4-6,3,0.07,43
DCSACC,2-1-3,2,0.5,5-6-1,1,0.25,2-4-1,1,0.25,4
DCSACS,3-2-6,1,1.0,---,0,0.0,---,0,0.0,1
DCSADA,2-3-1,2,0.125,6-3-4,1,0.062,1-3-5,1,0.062,16
DCSADB,1-3-4,2,0.2,4-3-5,1,0.1,4-3-2,1,0.1,10
DCSADS,6-3-4,1,0.5,4-6-3,1,0.5,---,0,0.0,2
DCSASD,4-5-3,1,0.25,3-4-5,1,0.25,3-2-5,1,0.25,4
DCSBAA,1-3-5,2,0.333,1-2-5,1,0.167,3-2-6,1,0.167,6
DCSBAB,1-4-3,2,0.091,3-4-1,2,0.091,3-5-4,2,0.091,22
DCSBAC,5-3-4,3,0.107,2-5-4,2,0.071,3-1-2,2,0.071,28
DCSBAD,3-1-4,2,0.25,2-1-3,1,0.125,5-2-3,1,0.125,8
DCSBBA,3-2-5,2,0.077,3-1-5,2,0.077,2-4-6,2,0.077,26
DCSBBB,3-4-6,3,0.07,3-4-2,2,0.047,3-1-2,2,0.047,43
DCSBBC,3-4-5,2,0.154,5-1-4,1,0.077,4-5-6,1,0.077,13
DCSBBD,3-1-4,1,0.5,1-6-2,1,0.5,---,0,0.0,2
DCSBCA,1-3-5,2,0.074,3-2-6,2,0.074,3-4-1,2,0.074,27
DCSBCB,3-2-6,2,0.4,3-6-1,1,0.2,3-4-1,1,0.2,5
DCSBCS,2-1-4,1,0.2,2-6-3,1,0.2,3-1-6,1,0.2,5
DCSBDA,4-3-6,1,0.167,3-6-1,1,0.167,3-2-4,1,0.167,6
DCSBDB,3-6-4,1,0.5,3-4-1,1,0.5,---,0,0.0,2
DCSBDS,6-3-2,1,0.25,3-6-4,1,0.25,2-1-4,1,0.25,4
DCSBSC,1-3-4,2,0.286,5-6-4,1,0.143,3-5-4,1,0.143,7
DCSBSD,1-3-5,2,0.286,2-5-3,1,0.143,3-1-2,1,0.143,7
DCSCAA,3-2-5,3,0.167,3-5-4,2,0.111,2-5-3,2,0.111,18
DCSCAB,1-3-5,4,0.1,3-2-5,3,0.075,3-2-6,2,0.05,40
DCSCAC,3-5-4,1,0.143,3-4-6,1,0.143,3-2-1,1,0.143,7
DCSCBA,5-3-6,3,0.107,6-2-5,2,0.071,6-2-3,2,0.071,28
DCSCBB,4-1-6,1,0.143,3-6-2,1,0.143,3-2-4,1,0.143,7
DCSCBC,4-2-3,1,1.0,---,0,0.0,---,0,0.0,1
DCSCBS,1-3-2,1,0.143,4-2-3,1,0.143,3-6-4,1,0.143,7
DCSCCA,1-3-2,2,0.667,3-1-6,1,0.333,---,0,0.0,3
DCSCCS,4-5-6,1,0.25,3-4-1,1,0.25,3-2-6,1,0.25,4
DCSCDA,3-1-2,1,1.0,---,0,0.0,---,0,0.0,1
DCSCDS,3-6-4,1,0.333,3-2-4,1,0.333,2-6-3,1,0.333,3
DCSCSB,5-6-3,1,0.5,3-4-5,1,0.5,---,0,0.0,2
DCSCSC,3-1-5,2,0.333,5-2-1,1,0.167,3-5-2,1,0.167,6
DCSCSD,3-5-2,1,0.333,3-1-4,1,0.333,1-3-4,1,0.333,3
DCSDAA,3-1-6,3,0.143,1-3-6,2,0.095,2-3-1,2,0.095,21
DCSDAB,1-2-3,1,0.111,3-5-4,1,0.111,3-1-4,1,0.111,9
DCSDAS,3-5-6,1,1.0,---,0,0.0,---,0,0.0,1
DCSDBA,2-3-6,2,0.222,3-5-2,1,0.111,3-6-4,1,0.111,9
DCSDBB,2-3-5,1,1.0,---,0,0.0,---,0,0.0,1
DCSDBS,6-1-3,1,0.167,5-6-3,1,0.167,5-3-6,1,0.167,6
DCSDCS,3-2-1,1,0.5,3-6-2,1,0.5,---,0,0.0,2
DCSDSA,5-3-6,1,0.167,5-2-6,1,0.167,3-6-5,1,0.167,6
DCSDSB,2-3-5,1,0.2,3-6-5,1,0.2,3-5-1,1,0.2,5
DCSDSC,3-5-2,1,0.5,3-2-4,1,0.5,---,0,0.0,2
DCSDSD,3-5-2,1,0.333,2-4-5,1,0.333,1-5-3,1,0.333,3
DCSSAD,4-5-3,1,0.167,4-5-2,1,0.167,4-1-5,1,0.167,6
DCSSBC,4-5-3,1,0.2,4-3-5,1,0.2,3-1-4,1,0.2,5
DCSSBD,3-4-5,2,0.2,5-4-3,1,0.1,4-6-5,1,0.1,10
DCSSCA,6-4-1,1,1.0,---,0,0.0,---,0,0.0,1
DCSSCB,1-4-3,2,0.5,4-1-3,1,0.25,3-4-2,1,0.25,4
DCSSCC,3-2-6,1,0.333,3-2-4,1,0.333,2-3-4,1,0.333,3
DCSSDA,1-4-6,1,0.111,1-4-3,1,0.111,1-3-2,1,0.111,9
DCSSDB,3-4-6,2,0.286,6-1-4,1,0.143,4-1-3,1,0.143,7
DCSSDC,4-3-6,1,0.333,4-3-2,1,0.333,3-4-2,1,0.333,3
DCSSDD,3-2-4,1,1.0,---,0,0.0,---,0,0.0,1
DCSSSD,4-5-1,1,1.0,---,0,0.0,---,0,0.0,1
DDAAAA,3-4-6,3,0.143,4-5-6,2,0.095,4-3-6,2,0.095,21
DDAAAB,1-4-3,2,0.095,4-1-6,2,0.095,1-3-5,2,0.095,21
DDAAAC,3-4-5,2,0.333,3-4-6,1,0.167,3-4-2,1,0.167,6
DDAAAS,1-3-5,1,0.333,1-4-5,1,0.333,6-3-4,1,0.333,3
DDAABA,4-3-5,3,0.075,6-3-4,2,0.05,1-3-4,2,0.05,40
DDAABB,5-3-2,1,0.091,4-3-2,1,0.091,3-6-5,1,0.091,11
DDAABS,6-3-4,1,0.125,4-2-3,1,0.125,3-6-4,1,0.125,8
DDAACA,1-4-3,3,0.333,3-4-6,2,0.222,1-4-6,1,0.111,9
DDAACS,6-1-4,1,0.1,6-4-2,1,0.1,5-1-2,1,0.1,10
DDAADS,6-3-4,1,0.125,6-2-4,1,0.125,4-6-3,1,0.125,8
DDAASA,3-5-6,1,0.5,6-3-1,1,0.5,---,0,0.0,2
DDAASB,3-5-4,2,0.286,3-4-5,1,0.143,3-6-5,1,0.143,7
DDAASC,1-4-5,2,0.133,3-4-5,2,0.133,4-3-6,1,0.067,15
DDAASD,4-6-2,1,0.25,4-3-5,1,0.25,3-5-4,1,0.25,4
DDABAA,3-4-5,2,0.083,1-6-3,1,0.042,1-3-2,1,0.042,24
DDABAB,5-4-3,2,0.2,5-3-4,1,0.1,4-5-3,1,0.1,10
DDABAS,3-6-5,2,0.167,4-3-6,1,0.083,6-1-5,1,0.083,12
DDABBA,1-6-4,2,0.143,4-3-1,1,0.071,4-2-6,1,0.071,14
DDABBS,3-4-1,2,0.08,3-1-4,2,0.08,3-5-4,1,0.04,25
DDABCA,3-1-6,1,1.0,---,0,0.0,---,0,0.0,1
DDABCS,6-4-5,1,0.167,5-6-1,1,0.167,5-4-1,1,0.167,6
DDABSA,2-1-5,2,0.25,5-6-3,1,0.125,5-3-6,1,0.125,8
DDABSB,1-5-4,2,0.105,1-4-3,1,0.053,5-1-3,1,0.053,19
DDABSC,1-2-3,1,0.25,5-6-1,1,0.25,3-5-1,1,0.25,4
DDABSS,4-5-2,1,1.0,---,0,0.0,---,0,0.0,1
DDACAA,2-6-5,2,0.2,5-6-3,1,0.1,4-3-5,1,0.1,10
DDACAS,6-2-3,1,0.125,5-3-4,1,0.125,3-5-2,1,0.125,8
DDACBS,6-3-1,1,0.25,5-3-6,1,0.25,3-2-5,1,0.25,4
DDACCS,6-3-5,1,1.0,---,0,0.0,---,0,0.0,1
DDACSA,5-3-6,2,0.105,2-6-3,2,0.105,1-5-3,2,0.105,19
DDACSB,3-6-4,2,0.286,6-3-4,1,0.143,5-1-4,1,0.143,7
DDACSS,3-5-6,1,1.0,---,0,0.0,---,0,0.0,1
DDADAS,6-5-1,1,1.0,---,0,0.0,---,0,0.0,1
DDADBS,6-3-5,1,1.0,---,0,0.0,---,0,0.0,1
DDADSA,1-3-2,1,0.167,1-5-3,1,0.167,1-5-4,1,0.167,6
DDADSS,6-5-3,1,0.333,3-6-5,1,0.333,3-5-1,1,0.333,3
DDASAA,4-6-1,1,0.5,4-3-2,1,0.5,---,0,0.0,2
DDASAB,4-3-5,2,0.154,3-4-5,2,0.154,2-4-5,2,0.154,13
DDASAC,2-4-3,2,0.111,1-5-3,2,0.111,1-3-4,2,0.111,18
DDASAD,3-4-1,1,0.333,4-3-5,1,0.333,5-1-3,1,0.333,3
DDASBA,5-6-4,1,0.167,4-3-6,1,0.167,3-4-5,1,0.167,6
DDASBB,1-2-3,2,0.143,3-2-1,1,0.071,6-2-3,1,0.071,14
DDASBC,4-1-5,1,0.25,3-4-5,1,0.25,1-4-3,1,0.25,4
DDASCA,4-1-6,2,0.2,1-4-2,1,0.1,1-3-6,1,0.1,10
DDASCB,4-1-3,1,0.333,1-4-5,1,0.333,1-3-4,1,0.333,3
DDASCS,3-5-6,1,0.5,3-4-6,1,0.5,---,0,0.0,2
DDASDA,2-3-6,1,1.0,---,0,0.0,---,0,0.0,1
DDASDS,4-2-6,1,0.333,3-4-6,1,0.333,2-6-3,1,0.333,3
DDASSC,5-3-4,1,0.5,1-2-5,1,0.5,---,0,0.0,2
DDASSD,5-3-4,1,0.167,4-5-3,1,0.167,4-5-1,1,0.167,6
DDBAAA,5-6-3,2,0.083,4-1-2,1,0.042,6-3-2,1,0.042,24
DDBAAB,4-5-3,2,0.167,1-3-4,1,0.083,1-4-2,1,0.083,12
DDBAAS,6-3-4,1,0.333,6-2-3,1,0.333,3-1-4,1,0.333,3
DDBABA,3-4-5,2,0.154,2-1-6,1,0.077,6-3-2,1,0.077,13
DDBABB,1-3-2,1,1.0,---,0,0.0,---,0,0.0,1
DDBABS,4-3-1,2,0.118,3-5-6,2,0.118,3-4-6,1,0.059,17
DDBACS,1-3-6,1,0.333,1-6-4,1,0.333,1-3-5,1,0.333,3
DDBASA,6-4-3,1,0.143,5-3-1,1,0.143,4-6-5,1,0.143,7
DDBASB,3-1-4,2,0.133,1-2-3,1,0.067,1-3-5,1,0.067,15
DDBASC,3-4-5,1,0.333,4-5-6,1,0.333,3-1-5,1,0.333,3
DDBASD,5-4-3,1,1.0,---,0,0.0,---,0,0.0,1
DDBASS,6-3-4,1,0.5,3-1-6,1,0.5,---,0,0.0,2
DDBBAA,6-4-3,1,0.083,6-4-1,1,0.083,5-4-3,1,0.083,12
DDBBAS,5-6-1,2,0.118,4-6-3,2,0.118,5-3-6,1,0.059,17
DDBBBS,5-4-3,1,0.125,4-6-3,1,0.125,4-2-6,1,0.125,8
DDBBCS,3-2-6,1,1.0,---,0,0.0,---,0,0.0,1
DDBBSA,5-3-6,2,0.111,4-5-6,2,0.111,3-5-6,1,0.056,18
DDBBSB,5-1-3,1,0.1,4-5-3,1,0.1,3-1-5,1,0.1,10
DDBBSS,5-3-6,1,0.25,4-5-3,1,0.25,4-5-1,1,0.25,4
DDBCAS,6-5-1,1,0.143,6-2-4,1,0.143,5-4-6,1,0.143,7
DDBCSA,1-3-5,1,0.2,6-5-4,1,0.2,5-4-6,1,0.2,5
DDBCSS,5-4-3,1,0.167,5-2-3,1,0.167,4-6-5,1,0.167,6
DDBDAS,6-3-5,1,0.5,1-6-2,1,0.5,---,0,0.0,2
DDBDSA,3-5-6,1,1.0,---,0,0.0,---,0,0.0,1
DDBDSB,4-1-3,1,1.0,---,0,0.0,---,0,0.0,1
DDBDSS,5-3-1,1,0.5,2-1-5,1,0.5,---,0,0.0,2
DDBSAA,4-5-1,1,0.25,4-3-6,1,0.25,4-1-2,1,0.25,4
DDBSAB,3-6-4,3,0.167,5-3-4,2,0.111,4-3-5,2,0.111,18
DDBSAC,4-5-1,1,0.2,4-3-1,1,0.2,3-5-4,1,0.2,5
DDBSBA,4-1-3,2,0.118,3-5-1,2,0.118,6-5-1,1,0.059,17
DDBSBB,2-4-3,1,0.143,4-3-5,1,0.143,4-1-5,1,0.143,7
DDBSBD,4-5-3,1,1.0,---,0,0.0,---,0,0.0,1
DDBSBS,4-3-1,1,1.0,---,0,0.0,---,0,0.0,1
DDBSCA,4-5-2,1,0.2,3-6-4,1,0.2,1-4-2,1,0.2,5
DDBSCB,4-3-5,1,0.5,4-6-2,1,0.5,---,0,0.0,2
DDBSCS,4-2-1,1,0.5,4-5-3,1,0.5,---,0,0.0,2
DDBSDA,3-6-5,1,1.0,---,0,0.0,---,0,0.0,1
DDBSDS,4-3-6,1,0.5,4-3-5,1,0.5,---,0,0.0,2
DDBSSB,5-4-6,1,0.5,5-3-4,1,0.5,---,0,0.0,2
DDBSSC,5-4-3,1,0.5,5-4-1,1,0.5,---,0,0.0,2
DDBSSD,4-3-5,1,1.0,---,0,0.0,---,0,0.0,1
DDCAAA,5-6-4,1,0.143,5-3-6,1,0.143,4-5-3,1,0.143,7
DDCAAB,4-5-3,1,1.0,---,0,0.0,---,0,0.0,1
DDCAAS,2-1-4,1,0.1,1-3-4,1,0.1,4-5-1,1,0.1,10
DDCABS,6-2-4,1,0.333,4-5-6,1,0.333,1-3-6,1,0.333,3
DDCACS,4-5-6,1,1.0,---,0,0.0,---,0,0.0,1
DDCASA,1-2-6,2,0.143,4-1-6,1,0.071,4-1-5,1,0.071,14
DDCASB,3-4-1,1,1.0,---,0,0.0,---,0,0.0,1
DDCASS,2-1-6,1,1.0,---,0,0.0,---,0,0.0,1
DDCBAS,6-3-5,1,1.0,---,0,0.0,---,0,0.0,1
DDCBSA,5-3-6,1,0.25,5-1-3,1,0.25,2-1-5,1,0.25,4
DDCBSS,5-2-1,1,0.167,5-6-2,1,0.167,4-5-6,1,0.167,6
DDCSAA,6-4-3,1,0.083,6-4-2,1,0.083,5-4-6,1,0.083,12
DDCSAB,4-1-5,1,0.25,3-4-5,1,0.25,3-1-5,1,0.25,4
DDCSAS,2-4-5,1,0.5,1-3-5,1,0.5,---,0,0.0,2
DDCSBA,4-5-6,1,1.0,---,0,0.0,---,0,0.0,1
DDCSBS,6-4-1,1,0.25,3-6-2,1,0.25,3-4-5,1,0.25,4
DDCSCS,6-4-3,1,0.5,6-1-4,1,0.5,---,0,0.0,2
DDCSSB,5-4-6,1,0.25,4-3-5,1,0.25,4-3-2,1,0.25,4
DDCSSC,1-4-5,1,1.0,---,0,0.0,---,0,0.0,1
DDDAAS,1-6-3,1,1.0,---,0,0.0,---,0,0.0,1
DDDABS,3-5-6,1,1.0,---,0,0.0,---,0,0.0,1
DDDASA,6-3-1,1,1.0,---,0,0.0,---,0,0.0,1
DDDASS,2-1-5,1,0.333,4-1-6,1,0.333,6-5-4,1,0.333,3
DDDBSS,1-6-4,1,1.0,---,0,0.0,---,0,0.0,1
DDDSAA,4-5-6,1,1.0,---,0,0.0,---,0,0.0,1
DDDSAS,4-6-5,1,0.5,3-5-6,1,0.5,---,0,0.0,2
DDDSBS,1-6-5,1,0.5,1-3-4,1,0.5,---,0,0.0,2
DDDSSA,1-3-4,1,0.2,4-6-3,1,0.2,4-5-6,1,0.2,5
DDSAAB,3-4-5,3,0.429,4-5-3,1,0.143,1-5-4,1,0.143,7
DDSAAC,3-4-2,1,0.143,2-5-3,1,0.143,1-4-3,1,0.143,7
DDSAAD,5-2-6,1,0.2,4-1-2,1,0.2,2-3-5,1,0.2,5
DDSABA,4-3-2,1,0.125,5-2-4,1,0.125,4-2-6,1,0.125,8
DDSABB,4-3-5,2,0.087,3-4-5,2,0.087,3-1-5,2,0.087,23
DDSABC,4-5-1,1,0.2,4-1-3,1,0.2,3-4-1,1,0.2,5
DDSABS,3-6-4,1,1.0,---,0,0.0,---,0,0.0,1
DDSACA,3-4-2,2,0.154,6-3-4,1,0.077,5-2-3,1,0.077,13
DDSACB,3-4-6,1,1.0,---,0,0.0,---,0,0.0,1
DDSACS,6-3-5,1,0.333,3-1-6,1,0.333,1-5-3,1,0.333,3
DDSADA,3-6-4,1,0.333,3-4-5,1,0.333,1-3-4,1,0.333,3
DDSADS,1-4-3,1,0.167,6-4-5,1,0.167,6-3-5,1,0.167,6
DDSASB,3-4-5,2,0.667,3-1-6,1,0.333,---,0,0.0,3
DDSASC,5-4-3,1,0.333,3-5-2,1,0.333,3-4-5,1,0.333,3
DDSASD,3-4-1,2,0.667,2-3-4,1,0.333,---,0,0.0,3
DDSBAA,3-4-6,1,0.167,1-3-5,1,0.167,3-6-2,1,0.167,6
DDSBAB,3-2-1,2,0.077,4-6-5,2,0.077,3-4-5,2,0.077,26
DDSBAC,5-3-4,1,0.2,5-2-3,1,0.2,3-4-6,1,0.2,5
DDSBBA,3-5-4,2,0.1,3-1-4,2,0.1,2-3-5,2,0.1,20
DDSBBB,3-6-5,2,0.25,3-2-6,1,0.125,5-3-4,1,0.125,8
DDSBBC,3-5-1,1,1.0,---,0,0.0,---,0,0.0,1
DDSBBD,1-2-3,1,1.0,---,0,0.0,---,0,0.0,1
DDSBBS,4-5-6,1,0.5,3-1-6,1,0.5,---,0,0.0,2
DDSBCA,2-4-6,1,0.125,6-4-1,1,0.125,4-2-3,1,0.125,8
DDSBCS,6-5-3,1,0.125,6-4-1,1,0.125,4-3-6,1,0.125,8
DDSBSB,3-6-2,1,0.333,3-5-6,1,0.333,1-3-6,1,0.333,3
DDSBSC,5-4-3,1,0.333,5-2-3,1,0.333,3-1-5,1,0.333,3
DDSCAA,2-1-3,2,0.143,3-4-5,2,0.143,3-6-1,2,0.143,14
DDSCAB,5-2-3,1,0.1,5-1-3,1,0.1,3-5-4,1,0.1,10
DDSCAC,3-5-2,1,1.0,---,0,0.0,---,0,0.0,1
DDSCAS,3-4-5,1,0.333,3-6-5,1,0.333,4-6-3,1,0.333,3
DDSCBA,3-6-5,1,0.143,3-5-1,1,0.143,3-2-4,1,0.143,7
DDSCBB,5-4-3,1,1.0,---,0,0.0,---,0,0.0,1
DDSCBS,6-4-5,1,0.111,6-3-5,1,0.111,5-2-6,1,0.111,9
DDSCDS,3-6-5,1,0.5,6-4-1,1,0.5,---,0,0.0,2
DDSCSA,2-3-4,1,1.0,---,0,0.0,---,0,0.0,1
DDSCSB,3-2-4,1,0.25,3-4-5,1,0.25,5-3-6,1,0.25,4
DDSCSS,3-5-6,1,1.0,---,0,0.0,---,0,0.0,1
DDSDAA,3-2-5,2,0.286,3-6-1,1,0.143,3-1-6,1,0.143,7
DDSDAS,3-1-5,1,0.25,6-3-1,1,0.25,2-6-5,1,0.25,4
DDSDBS,1-3-6,2,0.5,3-6-2,1,0.25,3-1-6,1,0.25,4
DDSDSA,5-1-6,2,0.4,3-5-2,1,0.2,3-2-6,1,0.2,5
DDSDSB,3-2-6,1,0.333,1-3-5,1,0.333,5-3-4,1,0.333,3
DDSSAC,3-4-5,1,0.5,4-3-2,1,0.5,---,0,0.0,2
DDSSAD,4-3-1,1,0.25,3-5-4,1,0.25,3-4-2,1,0.25,4
DDSSBB,4-2-3,1,0.333,3-5-4,1,0.333,1-3-6,1,0.333,3
DDSSBC,1-4-3,1,0.333,4-3-5,1,0.333,4-2-3,1,0.333,3
DDSSBD,5-4-1,1,1.0,---,0,0.0,---,0,0.0,1
DDSSCA,3-4-5,1,0.5,3-4-2,1,0.5,---,0,0.0,2
DDSSCB,4-3-6,1,0.2,6-3-5,1,0.2,3-4-5,1,0.2,5
DDSSCC,4-6-3,1,1.0,---,0,0.0,---,0,0.0,1
DDSSDA,4-3-2,1,0.25,3-4-6,1,0.25,3-1-6,1,0.25,4
DDSSDB,3-4-6,1,1.0,---,0,0.0,---,0,0.0,1
DDSSDS,4-3-6,1,0.5,1-4-6,1,0.5,---,0,0.0,2
DSAAAD,2-3-4,2,0.4,3-2-1,1,0.2,1-2-5,1,0.2,5
DSAABB,4-2-5,1,1.0,---,0,0.0,---,0,0.0,1
DSAABC,1-3-4,1,1.0,---,0,0.0,---,0,0.0,1
DSAABD,2-3-4,4,0.114,2-4-3,3,0.086,3-4-5,2,0.057,35
DSAACB,4-5-6,1,0.5,1-3-2,1,0.5,---,0,0.0,2
DSAACC,2-3-4,3,0.125,2-3-1,2,0.083,2-1-3,2,0.083,24
DSAACD,2-3-4,3,0.158,2-3-6,2,0.105,1-3-4,2,0.105,19
DSAADA,2-3-4,1,0.5,4-3-2,1,0.5,---,0,0.0,2
DSAADB,2-3-6,4,0.211,2-3-4,3,0.158,6-2-4,1,0.053,19
DSAADC,2-4-3,3,0.115,2-1-3,2,0.077,1-2-4,2,0.077,26
DSAADD,2-3-1,3,0.214,1-2-4,3,0.214,2-3-4,2,0.143,14
DSABAC,5-6-1,1,0.5,2-3-4,1,0.5,---,0,0.0,2
DSABAD,2-3-5,2,0.061,2-1-5,2,0.061,1-3-2,2,0.061,33
DSABBA,2-3-5,1,1.0,---,0,0.0,---,0,0.0,1
DSABBB,5-4-2,1,0.111,5-4-6,1,0.111,4-2-1,1,0.111,9
DSABBC,1-2-3,3,0.115,3-1-4,2,0.077,2-3-4,2,0.077,26
DSABBD,2-3-5,5,0.132,2-4-3,3,0.079,2-1-3,2,0.053,38
DSABCA,2-3-4,2,0.5,4-2-6,1,0.25,2-3-6,1,0.25,4
DSABCB,2-1-3,4,0.111,2-3-6,3,0.083,3-1-2,2,0.056,36
DSABCC,2-3-4,5,0.152,2-4-3,3,0.091,2-3-6,3,0.091,33
DSABCD,4-2-1,1,0.091,4-1-2,1,0.091,3-5-2,1,0.091,11
DSABDA,2-3-6,4,0.138,2-4-3,3,0.103,4-3-6,3,0.103,29
DSABDB,2-3-4,8,0.182,2-1-3,3,0.068,2-3-6,3,0.068,44
DSABDC,2-3-4,2,0.25,4-6-1,1,0.125,4-3-2,1,0.125,8
DSABDD,1-2-4,1,1.0,---,0,0.0,---,0,0.0,1
DSABSD,4-5-2,1,0.2,4-3-2,1,0.2,2-6-3,1,0.2,5
DSACAB,2-3-5,2,0.5,2-5-3,1,0.25,2-3-6,1,0.25,4
DSACAC,3-5-2,2,0.083,3-2-6,2,0.083,2-3-5,2,0.083,24
DSACAD,1-2-5,3,0.13,2-1-5,2,0.087,2-3-4,2,0.087,23
DSACBA,3-5-2,1,0.5,2-3-1,1,0.5,---,0,0.0,2
DSACBB,2-3-1,5,0.152,2-5-3,3,0.091,3-2-6,2,0.061,33
DSACBC,2-1-3,6,0.167,1-2-3,4,0.111,2-3-4,3,0.083,36
DSACBD,2-1-3,2,0.167,2-3-4,2,0.167,1-5-2,1,0.083,12
DSACCA,2-6-3,3,0.188,2-3-6,2,0.125,4-6-3,1,0.062,16
DSACCB,1-2-3,6,0.207,2-3-6,3,0.103,2-3-5,2,0.069,29
DSACCC,2-3-1,2,0.4,2-3-4,2,0.4,2-3-5,1,0.2,5
DSACDA,4-2-6,2,0.065,3-2-1,2,0.065,2-6-3,2,0.065,31
DSACDB,1-2-4,1,0.083,1-2-3,1,0.083,1-2-6,1,0.083,12
DSACDC,2-4-3,1,0.5,2-1-4,1,0.5,---,0,0.0,2
DSACDS,1-3-2,2,0.143,2-1-6,1,0.071,6-3-2,1,0.071,14
DSACSD,2-5-4,2,0.222,5-3-4,1,0.111,5-2-3,1,0.111,9
DSADAA,6-2-3,1,0.25,2-6-4,1,0.25,2-5-3,1,0.25,4
DSADAB,2-3-6,2,0.111,1-2-3,2,0.111,2-5-6,1,0.056,18
DSADAC,2-3-5,5,0.25,2-5-3,2,0.1,3-2-5,2,0.1,20
DSADBA,3-2-6,2,0.08,1-2-6,2,0.08,1-2-3,2,0.08,25
DSADBB,2-3-1,4,0.129,2-1-3,4,0.129,1-2-3,3,0.097,31
DSADBC,2-3-4,1,0.1,2-3-1,1,0.1,2-1-6,1,0.1,10
DSADBD,2-5-3,1,0.333,2-6-3,1,0.333,3-2-5,1,0.333,3
DSADBS,1-3-2,1,1.0,---,0,0.0,---,0,0.0,1
DSADCA,2-3-6,6,0.261,1-2-3,3,0.13,3-1-5,1,0.043,23
DSADCB,2-3-1,2,0.286,3-6-4,1,0.143,3-6-2,1,0.143,7
DSADCD,2-6-4,1,1.0,---,0,0.0,---,0,0.0,1
DSADCS,2-6-3,2,0.286,1-2-6,2,0.286,3-6-2,1,0.143,7
DSADDA,2-3-1,2,0.25,6-3-4,1,0.125,6-2-1,1,0.125,8
DSADDS,1-2-6,2,0.286,6-2-4,1,0.143,3-1-2,1,0.143,7
DSADSA,2-5-3,1,1.0,---,0,0.0,---,0,0.0,1
DSADSC,5-2-6,1,0.125,3-5-6,1,0.125,3-5-1,1,0.125,8
DSADSD,1-5-2,1,0.125,1-3-2,1,0.125,2-1-3,1,0.125,8
DSASAD,3-2-4,1,1.0,---,0,0.0,---,0,0.0,1
DSASCC,4-1-3,1,1.0,---,0,0.0,---,0,0.0,1
DSASCD,4-5-2,2,0.25,2-4-3,2,0.25,4-3-1,1,0.125,8
DSASDB,2-4-6,1,1.0,---,0,0.0,---,0,0.0,1
DSASDC,2-3-4,2,0.5,2-1-3,1,0.25,2-3-1,1,0.25,4
DSASDD,1-2-3,2,0.222,6-4-3,1,0.111,6-3-2,1,0.111,9
DSBAAC,2-1-3,1,0.125,1-2-6,1,0.125,2-1-5,1,0.125,8
DSBAAD,2-4-5,4,0.105,2-4-3,3,0.079,1-2-5,3,0.079,38
DSBABB,2-3-1,2,0.4,1-6-5,1,0.2,3-2-4,1,0.2,5
DSBABC,2-5-6,3,0.077,2-4-5,3,0.077,2-4-3,3,0.077,39
DSBABD,2-3-4,9,0.145,2-1-4,4,0.065,2-3-1,4,0.065,62
DSBACA,1-6-2,1,0.125,3-2-6,1,0.125,2-6-4,1,0.125,8
DSBACB,2-4-6,3,0.083,2-3-1,3,0.083,2-6-1,2,0.056,36
DSBACC,3-2-4,3,0.103,1-2-4,3,0.103,2-5-4,2,0.069,29
DSBACD,2-4-3,2,0.154,2-1-4,2,0.154,1-2-3,2,0.154,13
DSBADA,3-2-4,2,0.105,2-4-3,2,0.105,1-2-3,1,0.053,19
DSBADB,2-3-4,3,0.081,6-4-3,2,0.054,4-2-1,2,0.054,37
DSBADC,2-4-3,3,0.25,6-1-4,1,0.083,4-6-1,1,0.083,12
DSBADD,4-1-3,1,0.5,3-2-4,1,0.5,---,0,0.0,2
DSBADS,6-4-3,2,0.5,4-2-6,1,0.25,2-6-3,1,0.25,4
DSBASD,2-4-5,1,1.0,---,0,0.0,---,0,0.0,1
